product_name,product_url,product_seller,product_seller_url,product_brand,product_brand_url,product_price,product_price_url,product_savings
"realme narzo 50A (Oxygen Green, 4GB RAM + 128GB Storage) - with No Cost EMI/Additional Exchange Offers",https://www.amazon.in/realme-narzo-Oxygen-Green-Storage/dp/B09FKDB27R/ref=sr_1_47?keywords=smartphone&qid=1637599799&sr=8-47,Darshita Electronics,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A23AODI1X2CEAE&isAmazonFulfilled=1&ref=dp_merchant_link,Brand: realme,https://www.amazon.in/realme/b/ref=bl_dp_s_web_17500809031?ie=UTF8&node=17500809031&field-lbr_brands_browse-bin=realme,"12,499",https://www.amazon.in/realme-narzo-Oxygen-Green-Storage/dp/B09FKDB27R/ref=sr_1_47?keywords=smartphone&qid=1637599799&sr=8-47,"Save ₹1,500 (11%)"
"OnePlus Nord 2 5G (Blue Haze, 8GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Blue-128GB-Storage/dp/B097RD2JX8/ref=sr_1_48?keywords=smartphone&qid=1637599799&sr=8-48,Darshita Electronics,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A23AODI1X2CEAE&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the OnePlus Store,https://www.amazon.in/stores/OnePlusStore/page/4DAE8B02-A058-466A-8E80-96B9C1682762?ref_=ast_bln,"29,999",https://www.amazon.in/OnePlus-Nord-Blue-128GB-Storage/dp/B097RD2JX8/ref=sr_1_48?keywords=smartphone&qid=1637599799&sr=8-48,
"Lava Z3 Striped Cyan(3GB RAM, 32GB Storage)",https://www.amazon.in/Lava-Striped-Cyan-32GB-Storage/dp/B09JG89LHZ/ref=sr_1_49?keywords=smartphone&qid=1637600004&sr=8-49,Appario Retail Private Ltd,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Lava Store,https://www.amazon.in/stores/Lava/page/E35EAD78-2F48-433E-912B-99160DCC7F58?ref_=ast_bln,"7,299",https://www.amazon.in/Lava-Striped-Cyan-32GB-Storage/dp/B09JG89LHZ/ref=sr_1_49?keywords=smartphone&qid=1637600004&sr=8-49,"Save ₹1,200 (14%)"
"Lava Z2 (2GB RAM, 32GB Storage)- Aqua Blue, Regular",https://www.amazon.in/Lava-Z2-32GB-Storage-Regular/dp/B08S3ND3CV/ref=sr_1_50?keywords=smartphone&qid=1637600004&sr=8-50,Appario Retail Private Ltd,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Lava Store,https://www.amazon.in/stores/Lava/page/E35EAD78-2F48-433E-912B-99160DCC7F58?ref_=ast_bln,"6,999",https://www.amazon.in/Lava-Z2-32GB-Storage-Regular/dp/B08S3ND3CV/ref=sr_1_50?keywords=smartphone&qid=1637600004&sr=8-50,"Save ₹1,000 (13%)"
"Redmi 9 Activ (Coral Green, 6GB RAM, 128GB Storage)",https://www.amazon.in/Redmi-Activ-Coral-Green-Storage/dp/B09GFMFTHS/ref=sr_1_51?keywords=smartphone&qid=1637600004&sr=8-51,Darshita Electronics,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A23AODI1X2CEAE&isAmazonFulfilled=1&ref=dp_merchant_link,Brand: Redmi,https://www.amazon.in/Redmi/b/ref=bl_dp_s_web_20930485031?ie=UTF8&node=20930485031&field-lbr_brands_browse-bin=Redmi,"10,999",https://www.amazon.in/Redmi-Activ-Coral-Green-Storage/dp/B09GFMFTHS/ref=sr_1_51?keywords=smartphone&qid=1637600004&sr=8-51,"Save ₹2,000 (15%)"
"I KALL Z1 Smartphone (4GB, 32GB, 4G Volte, Dual Sim) (Dark Blue)",https://www.amazon.in/KALL-Smartphone-Volte-Dark-Blue/dp/B09GXNC45J/ref=sr_1_52?keywords=smartphone&qid=1637600004&sr=8-52,Fabimpex,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A3AYYKSFE86IJQ&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the IKALL Store,https://www.amazon.in/stores/IKall/page/9642B09A-B892-4DF6-85FD-C50FCFD7AFFF?ref_=ast_bln,"5,399",https://www.amazon.in/KALL-Smartphone-Volte-Dark-Blue/dp/B09GXNC45J/ref=sr_1_52?keywords=smartphone&qid=1637600004&sr=8-52,"Save ₹1,100 (17%)"
"I KALL K380 Smartphone (4GB, 32GB) (Purple)",https://www.amazon.in/KALL-K380-Smartphone-32GB-Purple/dp/B09KVCW318/ref=sr_1_53?keywords=smartphone&qid=1637600004&sr=8-53,,,Visit the IKALL Store,https://www.amazon.in/stores/IKall/page/9642B09A-B892-4DF6-85FD-C50FCFD7AFFF?ref_=ast_bln,"5,999",https://www.amazon.in/KALL-K380-Smartphone-32GB-Purple/dp/B09KVCW318/ref=sr_1_53?keywords=smartphone&qid=1637600004&sr=8-53,"Save ₹2,000 (25%)"
"Redmi 9A Sport (Carbon Black, 2GB RAM, 32GB Storage)",https://www.amazon.in/Redmi-9A-Sport-Carbon-Storage/dp/B09GFM8CGS/ref=sr_1_54?keywords=smartphone&qid=1637600004&sr=8-54,Darshita Etel,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=AQUYM0O99MFUT&isAmazonFulfilled=1&ref=dp_merchant_link,Brand: Redmi,https://www.amazon.in/Redmi/b/ref=bl_dp_s_web_20930485031?ie=UTF8&node=20930485031&field-lbr_brands_browse-bin=Redmi,"7,299",https://www.amazon.in/Redmi-9A-Sport-Carbon-Storage/dp/B09GFM8CGS/ref=sr_1_54?keywords=smartphone&qid=1637600004&sr=8-54,"Save ₹1,200 (14%)"
"Samsung Galaxy F12 (Sea Green, 4GB RAM, 64GB Storage)",https://www.amazon.in/Samsung-Galaxy-F12-Green-Storage/dp/B09J2T6FKW/ref=sr_1_55?keywords=smartphone&qid=1637600004&sr=8-55,Teknolgic,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A3GOOA06IMHU0Q&isAmazonFulfilled=1&ref=dp_merchant_link,Brand: Generic,https://www.amazon.in/Generic/b/ref=bl_dp_s_web_6992116031?ie=UTF8&node=6992116031&field-lbr_brands_browse-bin=Generic,"11,340",https://www.amazon.in/Samsung-Galaxy-F12-Green-Storage/dp/B09J2T6FKW/ref=sr_1_55?keywords=smartphone&qid=1637600004&sr=8-55,"Save ₹1,659 (13%)"
"LAVA Z61 Pro (Midnight Blue, 2GB RAM, 16GB Storage)",https://www.amazon.in/LAVA-Z61-Pro-Midnight-Storage/dp/B08D477TGR/ref=sr_1_56?keywords=smartphone&qid=1637600004&sr=8-56,Appario Retail Private Ltd,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Lava Store,https://www.amazon.in/stores/Lava/page/E35EAD78-2F48-433E-912B-99160DCC7F58?ref_=ast_bln,"5,399",https://www.amazon.in/LAVA-Z61-Pro-Midnight-Storage/dp/B08D477TGR/ref=sr_1_56?keywords=smartphone&qid=1637600004&sr=8-56,"Save ₹1,100 (17%)"
